Dataset name,PMID,Run ID,GSA,NCBI BioProject,SRA Sample ID,BioSample ID,Sample Name/Alias,Batch,Organism,Cultivar,GM,Genotype,Dev stage,Zadok scale of dev,Tissue,Treatment,Instrument,Library layout,PO dev general,PO dev narrow,PO tissue,Metadata,Read length (bp),Download link to all samples in project
tf q,31778224,CRR078072,CRA002035,,,SAMC111115,BWM3_2,9,Triticum aestivum,Bobwhite,mut,BW-Qmut,Waddington 9.0,,spike,mutant,Illumina HiSeq 2000,paired,,,,,,
tf q,31778224,CRR078071,CRA002035,,,SAMC111114,BWM2_3,8,Triticum aestivum,Bobwhite,mut,BW-Qmut,Waddington 7.5,,spike,mutant,Illumina HiSeq 2000,paired,,,,,,
tf q,31778224,CRR078070,CRA002035,,,SAMC111113,BWM2_2,8,Triticum aestivum,Bobwhite,mut,BW-Qmut,Waddington 7.5,,spike,mutant,Illumina HiSeq 2000,paired,,,,,,
tf q,31778224,CRR078069,CRA002035,,,SAMC111112,BWM1_3,7,Triticum aestivum,Bobwhite,mut,BW-Qmut,Waddington 5.5,,spike,mutant,Illumina HiSeq 2000,paired,,,,,,
tf q,31778224,CRR078068,CRA002035,,,SAMC111111,BWM1_2,7,Triticum aestivum,Bobwhite,mut,BW-Qmut,Waddington 5.5,,spike,mutant,Illumina HiSeq 2000,paired,,,,,,
tf q,31778224,CRR078067,CRA002035,,,SAMC111110,BWM1_1,7,Triticum aestivum,Bobwhite,mut,BW-Qmut,Waddington 5.5,,spike,mutant,Illumina HiSeq 2000,paired,,,,,,
tf q,31778224,CRR078066,CRA002035,,,SAMC111109,BW3_3,3,Triticum aestivum,Bobwhite,wt,BW-Q,Waddington 9.0,,spike,control,Illumina HiSeq 2000,paired,,,,,,
tf q,31778224,CRR078065,CRA002035,,,SAMC111108,BW3_2,3,Triticum aestivum,Bobwhite,wt,BW-Q,Waddington 9.0,,spike,control,Illumina HiSeq 2000,paired,,,,,,
tf q,31778224,CRR078064,CRA002035,,,SAMC111107,BW3_1,3,Triticum aestivum,Bobwhite,wt,BW-Q,Waddington 9.0,,spike,control,Illumina HiSeq 2000,paired,,,,,,
tf q,31778224,CRR078063,CRA002035,,,SAMC111106,BW2_3,2,Triticum aestivum,Bobwhite,wt,BW-Q,Waddington 7.5,,spike,control,Illumina HiSeq 2000,paired,,,,,,
tf q,31778224,CRR078062,CRA002035,,,SAMC111105,BW2_2,2,Triticum aestivum,Bobwhite,wt,BW-Q,Waddington 7.5,,spike,control,Illumina HiSeq 2000,paired,,,,,,
tf q,31778224,CRR078061,CRA002035,,,SAMC111104,BW1_3,1,Triticum aestivum,Bobwhite,wt,BW-Q,Waddington 5.5,,spike,control,Illumina HiSeq 2000,paired,,,,,,
tf q,31778224,CRR078060,CRA002035,,,SAMC111103,BW1_2,1,Triticum aestivum,Bobwhite,wt,BW-Q,Waddington 5.5,,spike,control,Illumina HiSeq 2000,paired,,,,,,
early spike dev,30337587,SRR3659902,,PRJNA325489,SRS1498180,SAMN05234050,KNVI rep2,1,Triticum aestivum,KN9204,wt,wt,floret differentiation stage,,spike,control,Illumina HiSeq 2000,paired,,,,,,
early spike dev,30337587,SRR3659901,,PRJNA325489,SRS1498179,SAMN05234049,KNVI rep1,1,Triticum aestivum,KN9204,wt,wt,floret differentiation stage,,spike,control,Illumina HiSeq 2000,paired,,,,,,
early spike dev,30337587,SRR3659900 ,,PRJNA325489,SRS1498178,SAMN05234060,KNV rep2,2,Triticum aestivum,KN9204,wt,wt,glume primordium differentiation stage,,spike,control,Illumina HiSeq 2000,paired,,,,,,
early spike dev,30337587,SRR3659899 ,,PRJNA325489,SRS1498177 ,SAMN05234059,KNV rep1,2,Triticum aestivum,KN9204,wt,wt,glume primordium differentiation stage,,spike,control,Illumina HiSeq 2000,paired,,,,,,
early spike dev,30337587,SRR3659898,,PRJNA325489,SRS1498176,SAMN05234058 ,KNIV rep2,3,Triticum aestivum,KN9204,wt,wt,double ridge stage,,spike,control,Illumina HiSeq 2000,paired,,,,,,
early spike dev,30337587,SRR3659897,,PRJNA325489,SRS1498175,SAMN05234057,KNIV rep1,3,Triticum aestivum,KN9204,wt,wt,double ridge stage,,spike,control,Illumina HiSeq 2000,paired,,,,,,
early spike dev,30337587,SRR3659896 ,,PRJNA325489,SRS1498174,SAMN05234056,KNIII rep2,4,Triticum aestivum,KN9204,wt,wt,single ridge stage,,spike,control,Illumina HiSeq 2000,paired,,,,,,
early spike dev,30337587,SRR3659895,,PRJNA325489,SRS1498173,SAMN05234055,KNIII rep1,4,Triticum aestivum,KN9204,wt,wt,single ridge stage,,spike,control,Illumina HiSeq 2000,paired,,,,,,
early spike dev,30337587,SRR3659894,,PRJNA325489,SRS1498172,SAMN05234054,KNII rep2,5,Triticum aestivum,KN9204,wt,wt,elongation stage,,spike,control,Illumina HiSeq 2000,paired,,,,,,
early spike dev,30337587,SRR3659893,,PRJNA325489,SRS1498171,SAMN05234053 ,KNII rep1,5,Triticum aestivum,KN9204,wt,wt,elongation stage,,spike,control,Illumina HiSeq 2000,paired,,,,,,
early spike dev,30337587,SRR3659892 ,,PRJNA325489,SRS1498170 ,SAMN05234052,KNI rep2,6,Triticum aestivum,KN9204,wt,wt,vegetative stage,,spike,control,Illumina HiSeq 2000,paired,,,,,,
early spike dev,30337587,SRR3659891 ,,PRJNA325489,SRS1498169,SAMN05234051,KNI rep1,6,Triticum aestivum,KN9204,wt,wt,vegetative stage,,spike,control,Illumina HiSeq 2000,paired,,,,,,
inflorescence development,28515146,SRR5464524 ,,PRJNA383677,SRS2136968,SAMN06771185,TS replicate 2,1,Triticum aestivum,CS,wt,wt,"TS young floret stage, when the styles have just emerged from the pistils",,spike,control,Illumina HiSeq 2000,single,,,,floral organs experienced differentiation and development with the completion of pollen mother cells and the formation of tetrads flag leaf about 3 cm above the penultimate leaf,,https://www.ncbi.nlm.nih.gov/sra?linkname=bioproject_sra_all&from_uid=383677
inflorescence development,28515146,SRR5464523 ,,PRJNA383677,SRS2136967,SAMN06771184,TS replicate 1,1,Triticum aestivum,CS,wt,wt,"TS young floret stage, when the styles have just emerged from the pistils",,spike,control,Illumina HiSeq 2000,single,,,,floral organs experienced differentiation and development with the completion of pollen mother cells and the formation of tetrads flag leaf about 3 cm above the penultimate leaf,,
inflorescence development,28515146,SRR5464520,,PRJNA383677,SRS2136965 ,SAMN06771183,AM replicate 2,2,Triticum aestivum,CS,wt,wt,AM anther primordia stage,,spike,control,Illumina HiSeq 2000,single,,,,"third stem internode began to extend, and anther primordia were formed and the plant were ready to enter the booting stage",,
inflorescence development,28515146,SRR5464519,,PRJNA383677,SRS2136961,SAMN06771182,AM replicate 1,2,Triticum aestivum,CS,wt,wt,AM anther primordia stage,,spike,control,Illumina HiSeq 2000,single,,,,"third stem internode began to extend, and anther primordia were formed and the plant were ready to enter the booting stage",,
inflorescence development,28515146,SRR5464518 ,,PRJNA383677,SRS2136960,SAMN06771181,FM replicate 2,3,Triticum aestivum,CS,wt,wt,FM floret meristem stage,,spike,control,Illumina HiSeq 2000,single,,,,emergence of the second node and floret meristems,,
inflorescence development,28515146,SRR5464515 ,,PRJNA383677,SRS2136953 ,SAMN06771180,FM replicate 1,3,Triticum aestivum,CS,wt,wt,FM floret meristem stage,,spike,control,Illumina HiSeq 2000,single,,,,emergence of the second node and floret meristems,,
inflorescence development,28515146,SRR5464508,,PRJNA383677,SRS2136952,SAMN06771179,DR replicate 2,4,Triticum aestivum,CS,wt,wt,DR double ridge/spikelet meristem stage,,spike,control,Illumina HiSeq 2000,single,,,,when wheat plants had five leaves and the first node of stem was visible,,
inflorescence development,28515146,SRR5464507 ,,PRJNA383677,SRS2135351 ,SAMN06771178,DR replicate 1,4,Triticum aestivum,CS,wt,wt,DR double ridge/spikelet meristem stage,,spike,control,Illumina HiSeq 2000,single,,,,when wheat plants had five leaves and the first node of stem was visible,,
awn development,31469444,SRR9025697 ,,PRJNA541573,SRS4732960,SAMN11588070,S00B9DF,1,Triticum aestivum,Bobwhite,wt,BW7933_3,stem elongation,,spike,B1 overexpression,Illumina HiSeq 2500,paired,,,,awned,,https://www.ncbi.nlm.nih.gov/sra?linkname=bioproject_sra_all&from_uid=541573
awn development,31469444,SRR9025698,,PRJNA541573,SRS4732959,SAMN11588071,S00B9E0,1,Triticum aestivum,Bobwhite,wt,BW7933_4,stem elongation,,spike,B1 overexpression,Illumina HiSeq 2500,paired,,,,awned,,
awn development,31469444,SRR9025699 ,,PRJNA541573,SRS4732958,SAMN11588068,S00B9DD,1,Triticum aestivum,Bobwhite,wt,BW7933_1,stem elongation,,spike,B1 overexpression,Illumina HiSeq 2500,paired,,,,awned,,
awn development,31469444,SRR9025700,,PRJNA541573,SRS4732957,SAMN11588069,S00B9DE,2,Triticum aestivum,Bobwhite,mut,BW7933_2,stem elongation,,spike,B1 overexpression,Illumina HiSeq 2500,paired,,,,awnleted,,
awn development,31469444,SRR9025701,,PRJNA541573,SRS4732956,SAMN11588064,S00B9D5,2,Triticum aestivum,Bobwhite,mut,BW_8059,stem elongation,,spike,B1 overexpression,Illumina HiSeq 2500,paired,,,,awnleted,,
awn development,31469444,SRR9025702,,PRJNA541573,SRS4732955,SAMN11588065,S00B9D6,2,Triticum aestivum,Bobwhite,mut,BW_8060,stem elongation,,spike,B1 overexpression,Illumina HiSeq 2500,paired,,,,awnleted,,
awn development,31469444,SRR9025709,,PRJNA541573,SRS4732948,SAMN11588066,S00B9D8,2,Triticum aestivum,Bobwhite,mut,BW_8158,stem elongation,,spike,B1 overexpression,Illumina HiSeq 2500,paired,,,,awnleted,,
awn development,31469444,SRR9025710,,PRJNA541573,SRS4732947,SAMN11588067,S00B9DA,1,Triticum aestivum,Bobwhite,wt,BW,stem elongation,,spike,control,Illumina HiSeq 2500,paired,,,,awned,,
awn development,31469444,SRR9025720,,PRJNA541573,SRS4732936,SAMN11588072,S00B9E1,2,Triticum aestivum,Bobwhite,mut,BW7933_5,stem elongation,,spike,B1 overexpression,Illumina HiSeq 2500,paired,,,,awnleted,,
ms2 isogenic lines,1,SRR4734843,,PRJNA351906,,SAMN05957991,Wheat_MS2_P_Repetition2,1,Triticum aestivum,Lumai15,mut,RhtD1cMs2,S2 stage (Zadoks 41),41,pistil,mutant,Illumina HiSeq 2500,paired,,,,,,
ms2 isogenic lines,1,SRR4734844,,PRJNA351906,,SAMN05957991,Wheat_MS2_P_Repetition1,1,Triticum aestivum,Lumai15,mut,RhtD1cMs2,S2 stage (Zadoks 41),41,pistil,mutant,Illumina HiSeq 2500,paired,,,,,,
ms2 isogenic lines,1,SRR4734845,,PRJNA351906,,SAMN05957992,Wheat_MS2_SA_Repetition3,2,Triticum aestivum,Lumai15,wt,wt,S2 stage (Zadoks 41),41,anther,control,Illumina HiSeq 2500,paired,,,,sterile anthers,,
ms2 isogenic lines,1,SRR4734846,,PRJNA351906,,SAMN05957992,Wheat_MS2_SA_Repetition2,2,Triticum aestivum,Lumai15,wt,wt,S2 stage (Zadoks 41),41,anther,control,Illumina HiSeq 2500,paired,,,,sterile anthers,,
ms2 isogenic lines,1,SRR4734847,,PRJNA351906,,SAMN05957990,Wheat_MS2_L_Repetition1,3,Triticum aestivum,Lumai15,mut,RhtD1cMs2,S2 stage (Zadoks 41),41,flag,mutant,Illumina HiSeq 2500,paired,,,,,,
ms2 isogenic lines,1,SRR4734848,,PRJNA351906,,SAMN05957989,Wheat_MS2_FA_Repetition3,4,Triticum aestivum,Lumai15,wt,wt,S2 stage (Zadoks 41),41,anther,control,Illumina HiSeq 2500,paired,,,,fertile anthers,,
ms2 isogenic lines,1,SRR4734849,,PRJNA351906,,SAMN05957989,Wheat_MS2_FA_Repetition2,4,Triticum aestivum,Lumai15,wt,wt,S2 stage (Zadoks 41),41,anther,control,Illumina HiSeq 2500,paired,,,,fertile anthers,,
ms2 isogenic lines,1,SRR4734850,,PRJNA351906,,SAMN05957989,Wheat_MS2_FA_Repetition1,4,Triticum aestivum,Lumai15,wt,wt,S2 stage (Zadoks 41),41,anther,control,Illumina HiSeq 2500,paired,,,,fertile anthers,,
ms2 isogenic lines,1,SRR4734851,,PRJNA351906,,SAMN05957990,Wheat_MS2_L_Repetition3,3,Triticum aestivum,Lumai15,mut,RhtD1cMs2,S2 stage (Zadoks 41),41,flag,mutant,Illumina HiSeq 2500,paired,,,,,,
ms2 isogenic lines,1,SRR4734852,,PRJNA351906,,SAMN05957992,Wheat_MS2_SA_Repetition1,2,Triticum aestivum,Lumai15,wt,wt,S2 stage (Zadoks 41),41,anther,control,Illumina HiSeq 2500,paired,,,,sterile anthers,,
ms2 isogenic lines,1,SRR4734853,,PRJNA351906,,SAMN05957991,Wheat_MS2_P_Repetition3,1,Triticum aestivum,Lumai15,mut,RhtD1cMs2,S2 stage (Zadoks 41),41,pistil,mutant,Illumina HiSeq 2500,paired,,,,,,
ms2 isogenic lines,1,SRR4734854,,PRJNA351906,,SAMN05957990,Wheat_MS2_L_Repetition2,3,Triticum aestivum,Lumai15,mut,RhtD1cMs2,S2 stage (Zadoks 41),41,flag,mutant,Illumina HiSeq 2500,paired,,,,,,
cleistogamous wheat,2,SRR7876211,,PRJNA491844,,SAMN10091214,ZK01-1,1,Triticum aestivum,ZK001,mut,ZK001,Green anther stage,,spike,mutant,Illumina HiSeq 2000,paired,,,,"Cleistogamy, spikelet",,
cleistogamous wheat,2,SRR7876212,,PRJNA491844,,SAMN10091213,WT-3,2,Triticum aestivum,Yumai 18,wt,wt,Green anther stage,,spike,control,Illumina HiSeq 2000,paired,,,,"Chasmogamy, spikelet",,
cleistogamous wheat,2,SRR7876213,,PRJNA491844,,SAMN10091213,WT-2,2,Triticum aestivum,Yumai 18,wt,wt,Green anther stage,,spike,control,Illumina HiSeq 2000,paired,,,,"Chasmogamy, spikelet",,
cleistogamous wheat,2,SRR7876214,,PRJNA491844,,SAMN10091213,WT-1,2,Triticum aestivum,Yumai 18,wt,wt,Green anther stage,,spike,control,Illumina HiSeq 2000,paired,,,,"Chasmogamy, spikelet",,
cleistogamous wheat,2,SRR7876215,,PRJNA491844,,SAMN10091214,ZK01-3,1,Triticum aestivum,ZK001,mut,ZK001,Green anther stage,,spike,mutant,Illumina HiSeq 2000,paired,,,,"Cleistogamy, spikelet",,
cleistogamous wheat,2,SRR7876216,,PRJNA491844,,SAMN10091214,ZK01-2,1,Triticum aestivum,ZK001,mut,ZK001,Green anther stage,,spike,mutant,Illumina HiSeq 2000,paired,,,,"Cleistogamy, spikelet",,
ms1 line,29109252,SRR5860104,,PRJNA395401,,SAMN07405625,RNA-seq mut-ms1 replicate2,1,Triticum aestivum,Ningchun4,mut,ms1,meiosis and uninuclear stage,,anther,mutant,Illumina HiSeq 2000,paired,,,,male steril,,
ms1 line,29109252,SRR5860105,,PRJNA395401,,SAMN07405623,RNA-seq mut-ms1 replicate1,1,Triticum aestivum,Ningchun4,mut,ms1,meiosis and uninuclear stage,,anther,mutant,Illumina HiSeq 2000,paired,,,,male steril,,
ms1 line,29109252,SRR5860107,,PRJNA395401,,SAMN07405629,RNA-seq wild type-HE replicate2,2,Triticum aestivum,Ningchun4,wt,wt,meiosis and uninuclear stage,,anther,control,Illumina HiSeq 2000,paired,,,,,,
ms1 line,29109252,SRR5860109,,PRJNA395401,,SAMN07405628,RNA-seq wild type-HE replicate1,2,Triticum aestivum,Ningchun4,wt,wt,meiosis and uninuclear stage,,anther,control,Illumina HiSeq 2000,paired,,,,,,
ms1 line,29109252,SRR5860110,,PRJNA395401,,SAMN07405626,RNA-seq wild type-WT replicate2,3,Triticum aestivum,Ningchun4,wt,wt,meiosis and uninuclear stage,,anther,control,Illumina HiSeq 2000,paired,,,,,,
ms1 line,29109252,SRR5860111,,PRJNA395401,,SAMN07405624,RNA-seq wild type-WT replicate1,3,Triticum aestivum,Ningchun4,wt,wt,meiosis and uninuclear stage,,anther,control,Illumina HiSeq 2000,paired,,,,,,
plant stages,30115783,SRR6802606,,PRJNA436817,,SAMN08633969,CS_RNSQ_9,1,Triticum aestivum,CS,wt,wt,Spike Development,,ovary,control,Illumina HiSeq 2000,paired,,,,landrace,,
plant stages,30115783,SRR6802607,,PRJNA436817,,SAMN08633970,CS_RNSQ_10,1,Triticum aestivum,CS,wt,wt,Spike Development,,ovary,control,Illumina HiSeq 2000,paired,,,,landrace,,
plant stages,30115783,SRR6802608,,PRJNA436817,,SAMN08633963,CS_RNSQ_3,2,Triticum aestivum,CS,wt,wt,Spike Development,,rachis,control,Illumina HiSeq 2000,paired,,,,landrace,,
plant stages,30115783,SRR6802609,,PRJNA436817,,SAMN08633964,CS_RNSQ_4,3,Triticum aestivum,CS,wt,wt,Spike Development,,spike,control,Illumina HiSeq 2000,paired,,,,landrace,,
plant stages,30115783,SRR6802610,,PRJNA436817,,SAMN08633961,CS_RNSQ_1,3,Triticum aestivum,CS,wt,wt,Spike Development,,spike,control,Illumina HiSeq 2000,paired,,,,landrace,,
plant stages,30115783,SRR6802611,,PRJNA436817,,SAMN08633962,CS_RNSQ_2,3,Triticum aestivum,CS,wt,wt,Spike Development,,spike,control,Illumina HiSeq 2000,paired,,,,landrace,,
plant stages,30115783,SRR6802612,,PRJNA436817,,SAMN08633967,CS_RNSQ_7,1,Triticum aestivum,CS,wt,wt,Spike Development,,ovary,control,Illumina HiSeq 2000,paired,,,,landrace,,
plant stages,30115783,SRR6802613,,PRJNA436817,,SAMN08633968,CS_RNSQ_8,1,Triticum aestivum,CS,wt,wt,Spike Development,,ovary,control,Illumina HiSeq 2000,paired,,,,landrace,,
plant stages,30115783,SRR6802614,,PRJNA436817,,SAMN08633965,CS_RNSQ_5,3,Triticum aestivum,CS,wt,wt,Spike Development,,spike,control,Illumina HiSeq 2000,paired,,,,landrace,,
plant stages,30115783,SRR6802615,,PRJNA436817,,SAMN08633966,CS_RNSQ_6,2,Triticum aestivum,CS,wt,wt,Spike Development,,rachis,control,Illumina HiSeq 2000,paired,,,,landrace,,
embryo development,31168755,SRR7688751,,PRJNA485741,,SAMN09813475,GSM3330658,1,Triticum aestivum,Zhou 8425B,wt,wt,14 day post anthesis,,embryo,control,Illumina HiSeq 4000,paired,,,,Grain,,
embryo development,31168755,SRR7688752,,PRJNA485741,,SAMN09813474,GSM3330659,1,Triticum aestivum,Zhou 8425B,wt,wt,14 day post anthesis,,embryo,control,Illumina HiSeq 4000,paired,,,,Grain,,
embryo development,31168755,SRR7688753,,PRJNA485741,,SAMN09813485,GSM3330660,1,Triticum aestivum,Zhou 8425B,wt,wt,14 day post anthesis,,embryo,control,Illumina HiSeq 4000,paired,,,,Grain,,
embryo development,31168755,SRR7688754,,PRJNA485741,,SAMN09813484,GSM3330661,2,Triticum aestivum,Zhou 8425B,wt,wt,25 day post anthesis,,endosperm,control,Illumina HiSeq 4000,paired,,,,Grain – endosperm  (including episperm and pericarp),,
embryo development,31168755,SRR7688755,,PRJNA485741,,SAMN09813483,GSM3330662,2,Triticum aestivum,Zhou 8425B,wt,wt,25 day post anthesis,,endosperm,control,Illumina HiSeq 4000,paired,,,,Grain – endosperm  (including episperm and pericarp),,
embryo development,31168755,SRR7688756,,PRJNA485741,,SAMN09813482,GSM3330663,2,Triticum aestivum,Zhou 8425B,wt,wt,25 day post anthesis,,endosperm,control,Illumina HiSeq 4000,paired,,,,Grain – endosperm  (including episperm and pericarp),,
embryo development,31168755,SRR7688757,,PRJNA485741,,SAMN09813481,GSM3330664,1,Triticum aestivum,Zhou 8425B,wt,wt,14 day post anthesis,,embryo,control,Illumina HiSeq 4000,paired,,,,Grain,,
embryo development,31168755,SRR7688758,,PRJNA485741,,SAMN09813480,GSM3330665,1,Triticum aestivum,Zhou 8425B,wt,wt,14 day post anthesis,,embryo,control,Illumina HiSeq 4000,paired,,,,Grain,,
embryo development,31168755,SRR7688759,,PRJNA485741,,SAMN09813479,GSM3330666,1,Triticum aestivum,Zhou 8425B,wt,wt,14 day post anthesis,,embryo,control,Illumina HiSeq 4000,paired,,,,Grain,,
embryo development,31168755,SRR7688760,,PRJNA485741,,SAMN09813476,GSM3330667,2,Triticum aestivum,Zhou 8425B,wt,wt,25 day post anthesis,,endosperm,control,Illumina HiSeq 4000,paired,,,,Grain – endosperm  (including episperm and pericarp),,
embryo development,31168755,SRR7688761,,PRJNA485741,,SAMN09813478,GSM3330668,2,Triticum aestivum,Zhou 8425B,wt,wt,25 day post anthesis,,endosperm,control,Illumina HiSeq 4000,paired,,,,Grain – endosperm  (including episperm and pericarp),,
embryo development,31168755,SRR7688762,,PRJNA485741,,SAMN09813477,GSM3330669,2,Triticum aestivum,Zhou 8425B,wt,wt,25 day post anthesis,,endosperm,control,Illumina HiSeq 4000,paired,,,,Grain – endosperm  (including episperm and pericarp),,
tiller number ,31350929,SRR8413503,,PRJNA513351,,SAMN10711470,1,1,Triticum aestivum,Kenong199,wt,wt,3-week old,,axillary bud,control,Illumina HiSeq 2500,paired,,,,Axillary bud primordia,,
tiller number ,31350929,SRR8413504,,PRJNA513351,,SAMN10711469,2,1,Triticum aestivum,Kenong199,wt,wt,3-week old,,axillary bud,control,Illumina HiSeq 2500,paired,,,,Axillary bud primordia,,
tiller number ,31350929,SRR8413505,,PRJNA513351,,SAMN10711468,3,1,Triticum aestivum,Kenong199,wt,wt,3-week old,,axillary bud,control,Illumina HiSeq 2500,paired,,,,Axillary bud primordia,,
tiller number ,31350929,SRR8413506,,PRJNA513351,,SAMN10711467,4,1,Triticum aestivum,Kenong199,wt,wt,3-week old,,axillary bud,control,Illumina HiSeq 2500,paired,,,,Axillary bud primordia,,
tiller number ,31350929,SRR8413507,,PRJNA513351,,SAMN10711466,5,1,Triticum aestivum,Kenong199,wt,wt,3-week old,,axillary bud,control,Illumina HiSeq 2500,paired,,,,Axillary bud primordia,,
tiller number ,31350929,SRR8413508,,PRJNA513351,,SAMN10711465,6,1,Triticum aestivum,Kenong199,wt,wt,3-week old,,axillary bud,control,Illumina HiSeq 2500,paired,,,,Axillary bud primordia,,
chlorophyll deficiency,29270875,SRR5186313,,PRJNA362497,,SAMN06240325,Jimai5265_1,1,Triticum aestivum,Jimai5265,wt,wt,"4 week old, tillering stage",,leaf,control,Illumina HiSeq 2500,paired,,,,the second fully expanded leaves,,
chlorophyll deficiency,29270875,SRR5186364,,PRJNA362497,,SAMN06240326,Jimai5265_2,1,Triticum aestivum,Jimai5265,wt,wt,"4 week old, tillering stage",,leaf,control,Illumina HiSeq 2500,paired,,,,the second fully expanded leaves,,
chlorophyll deficiency,29270875,SRR5186375,,PRJNA362497,,SAMN06240327,Jimai5265_3,1,Triticum aestivum,Jimai5265,wt,wt,"4 week old, tillering stage",,leaf,control,Illumina HiSeq 2500,paired,,,,the second fully expanded leaves,,
chlorophyll deficiency,29270875,SRR5186382,,PRJNA362497,,SAMN06240328,Jimai5265yg_1,2,Triticum aestivum,Jimai5265,mut,yg,"4 week old, tillering stage",,leaf,mutant,Illumina HiSeq 2500,paired,,,,the second fully expanded leaves,,
chlorophyll deficiency,29270875,SRR5186387,,PRJNA362497,,SAMN06240329,Jimai5265yg_2,2,Triticum aestivum,Jimai5265,mut,yg,"4 week old, tillering stage",,leaf,mutant,Illumina HiSeq 2500,paired,,,,the second fully expanded leaves,,
chlorophyll deficiency,29270875,SRR5186416,,PRJNA362497,,SAMN06240330,Jimai5265yg_3,2,Triticum aestivum,Jimai5265,mut,yg,"4 week old, tillering stage",,leaf,mutant,Illumina HiSeq 2500,paired,,,,the second fully expanded leaves,,
