Dataset,PMID,Run ID,BioProject_ID,SRA_sample_ID,BioSample_ID,Sample_name,Batch,Organism,Cultivar,GM,Genotype,Dev stage,Zadok_scale,Intermediate_age,High_level_age,Intermediate_tissue,High_level_tissue,Treatment,RNA_extraction,RNA_enrichment,RNA_input (microg),PCR_purification,Growth_condition,Day_night_condition,Temperature_day_night_c,Growth_location,Seq_location,Instrument,Library layout,PO dev general,PO dev narrow,PO tissue,Additional,Read length (bp)
drought,31829136,ERR1248089,PRJEB12540,ERS1044646,SAMEA3857512,Scarlett YI greenhouse 2/2,19,Hordeum vulgare,Scarlett,wt,wt,stage of developing flower,37,Floret_development,Reproductive,spike,inflorescence,greenhouse,unknown,unknown,unknown,unknown,incubator,controlled,controlled,Spain,Spain,Illumina HiSeq 2000,paired,PO:0007047,PO:0007025,PO:0030117,Scarlett young inflorescences (YI) greenhouse replicate 2/2 lane sample(4_25),2*101
drought,31829136,ERR1248116,PRJEB12540,ERS1044653,SAMEA3857519,Scarlett leaf control 1/3 7_8,20,Hordeum vulgare,Scarlett,wt,wt,stage of developing flower,37,Floret_development,Reproductive,leaf,leaf,control,unknown,unknown,unknown,unknown,incubator,controlled,controlled,Spain,Spain,Illumina HiSeq 2000,paired,PO:0007047,PO:0007025,PO:0006340,Scarlett leaf control 1/3 lane_sample(7_8),2*101
drought,31829136,ERR1248117,PRJEB12540,ERS1044654,SAMEA3857520,Scarlett leaf control 2/3 8_12,20,Hordeum vulgare,Scarlett,wt,wt,stage of developing flower,37,Floret_development,Reproductive,leaf,leaf,control,unknown,unknown,unknown,unknown,incubator,controlled,controlled,Spain,Spain,Illumina HiSeq 2000,paired,PO:0007047,PO:0007025,PO:0006340,Scarlett leaf control 2/3 lane_sample(8_12),2*101
drought,31829136,ERR1248118,PRJEB12540,ERS1044655,SAMEA3857521,Scarlett leaf control 3/3 5_27,20,Hordeum vulgare,Scarlett,wt,wt,stage of developing flower,37,Floret_development,Reproductive,leaf,leaf,control,unknown,unknown,unknown,unknown,incubator,controlled,controlled,Spain,Spain,Illumina HiSeq 2000,paired,PO:0007047,PO:0007025,PO:0006340,Scarlett leaf control 3/3 lane_sample(5_27),2*101
drought,31829136,ERR1248119,PRJEB12540,ERS1044656,SAMEA3857522,Scarlett leaf drought 1/3 8_11,21,Hordeum vulgare,Scarlett,wt,wt,stage of developing flower,37,Floret_development,Reproductive,leaf,leaf,drought,unknown,unknown,unknown,unknown,incubator,controlled,controlled,Spain,Spain,Illumina HiSeq 2000,paired,PO:0007047,PO:0007025,PO:0006340,Scarlett leaf drought 1/3 lane_sample(8_11),2*101
drought,31829136,ERR1248120,PRJEB12540,ERS1044657,SAMEA3857523,Scarlett leaf drought 2/3 8_14,21,Hordeum vulgare,Scarlett,wt,wt,stage of developing flower,37,Floret_development,Reproductive,leaf,leaf,drought,unknown,unknown,unknown,unknown,incubator,controlled,controlled,Spain,Spain,Illumina HiSeq 2000,paired,PO:0007047,PO:0007025,PO:0006340,Scarlett leaf drought 2/3 lane_sample(8_14),2*101
drought,31829136,ERR1248121,PRJEB12540,ERS1044658,SAMEA3857524,Scarlett leaf drought 3/3 5_22,21,Hordeum vulgare,Scarlett,wt,wt,stage of developing flower,37,Floret_development,Reproductive,leaf,leaf,drought,unknown,unknown,unknown,unknown,incubator,controlled,controlled,Spain,Spain,Illumina HiSeq 2000,paired,PO:0007047,PO:0007025,PO:0006340,Scarlett leaf drought 3/3 lane_sample(5_22),2*101
drought,31829136,ERR1248122,PRJEB12540,ERS1044659,SAMEA3857525,Scarlett leaf greenhouse 1/2 7_5,22,Hordeum vulgare,Scarlett,wt,wt,stage of developing flower,37,Floret_development,Reproductive,leaf,leaf,greenhouse,unknown,unknown,unknown,unknown,incubator,controlled,controlled,Spain,Spain,Illumina HiSeq 2000,paired,PO:0007047,PO:0007025,PO:0006340,Scarlett leaf greenhouse 1/2 lane_sample(7_5),2*101
drought,31829136,ERR1248123,PRJEB12540,ERS1044660,SAMEA3857526,Scarlett leaf greenhouse 2/2 3_23,22,Hordeum vulgare,Scarlett,wt,wt,stage of developing flower,37,Floret_development,Reproductive,leaf,leaf,greenhouse,unknown,unknown,unknown,unknown,incubator,controlled,controlled,Spain,Spain,Illumina HiSeq 2000,paired,PO:0007047,PO:0007025,PO:0006340,Scarlett leaf greenhouse 2/2 lane_sample(3_23),2*101
drought,31829136,ERR1248274,PRJEB12540,ERS1044661,SAMEA3857527,SBCC073 YI control 1/2 5_20,23,Hordeum vulgare,SBCC073,wt,SBCC073,stage of developing flower,37,Floret_development,Reproductive,spike,inflorescence,control,unknown,unknown,unknown,unknown,incubator,controlled,controlled,Spain,Spain,Illumina HiSeq 2000,paired,PO:0007047,PO:0007025,PO:0030117,SBCC073 young inflorescences (YI) control replicate 1/2 lane_sample(5_20),2*101
drought,31829136,ERR1248275,PRJEB12540,ERS1044662,SAMEA3857528,SBCC073 YI control 2/2 6_15,23,Hordeum vulgare,SBCC073,wt,SBCC073,stage of developing flower,37,Floret_development,Reproductive,spike,inflorescence,control,unknown,unknown,unknown,unknown,incubator,controlled,controlled,Spain,Spain,Illumina HiSeq 2000,paired,PO:0007047,PO:0007025,PO:0030117,SBCC073 young inflorescences (YI) control replicate 2/2 lane_sample(6_15),2*101
drought,31829136,ERR1248276,PRJEB12540,ERS1044663,SAMEA3857529,SBCC073 YI drought 1/2 6_16,24,Hordeum vulgare,SBCC073,wt,SBCC073,stage of developing flower,37,Floret_development,Reproductive,spike,inflorescence,drought,unknown,unknown,unknown,unknown,incubator,controlled,controlled,Spain,Spain,Illumina HiSeq 2000,paired,PO:0007047,PO:0007025,PO:0030117,SBCC073 young inflorescences (YI) drought replicate 1/2 lane_sample(6_16),2*101
drought,31829136,ERR1248277,PRJEB12540,ERS1044664,SAMEA3857530,SBCC073 YI drought 2/2 4_21,24,Hordeum vulgare,SBCC073,wt,SBCC073,stage of developing flower,37,Floret_development,Reproductive,spike,inflorescence,drought,unknown,unknown,unknown,unknown,incubator,controlled,controlled,Spain,Spain,Illumina HiSeq 2000,paired,PO:0007047,PO:0007025,PO:0030117,SBCC073 young inflorescences (YI) drought replicate 2/2 lane_sample(4_21),2*101
drought,31829136,ERR1248278,PRJEB12540,ERS1044665,SAMEA3857531,SBCC073 YI greenhouse 1/2 4_4,25,Hordeum vulgare,SBCC073,wt,SBCC073,stage of developing flower,37,Floret_development,Reproductive,spike,inflorescence,greenhouse,unknown,unknown,unknown,unknown,incubator,controlled,controlled,Spain,Spain,Illumina HiSeq 2000,paired,PO:0007047,PO:0007025,PO:0030117,SBCC073 young inflorescences (YI) greenhouse replicate 1/2 lane_sample(4_4),2*101
drought,31829136,ERR1248279,PRJEB12540,ERS1044666,SAMEA3857532,SBCC073 YI greenhouse 2/2 3_21,25,Hordeum vulgare,SBCC073,wt,SBCC073,stage of developing flower,37,Floret_development,Reproductive,spike,inflorescence,greenhouse,unknown,unknown,unknown,unknown,incubator,controlled,controlled,Spain,Spain,Illumina HiSeq 2000,paired,PO:0007047,PO:0007025,PO:0030117,SBCC073 young inflorescences (YI) greenhouse replicate 2/2 lane_sample(3_21),2*101
drought,31829136,ERR1248280,PRJEB12540,ERS1044667,SAMEA3857533,SBCC073 LF control 1/3 4_7,26,Hordeum vulgare,SBCC073,wt,SBCC073,stage of developing flower,37,Floret_development,Reproductive,leaf,leaf,control,unknown,unknown,unknown,unknown,incubator,controlled,controlled,Spain,Spain,Illumina HiSeq 2000,paired,PO:0007047,PO:0007025,PO:0006340,SBCC073 leaf (LF) control replicate 1/3 lane_sample(4_7),2*101
drought,31829136,ERR1248281,PRJEB12540,ERS1044668,SAMEA3857534,SBCC073 LF control 2/3 7_9,26,Hordeum vulgare,SBCC073,wt,SBCC073,stage of developing flower,37,Floret_development,Reproductive,leaf,leaf,control,unknown,unknown,unknown,unknown,incubator,controlled,controlled,Spain,Spain,Illumina HiSeq 2000,paired,PO:0007047,PO:0007025,PO:0006340,SBCC073 leaf (LF) control replicate 2/3 lane_sample(7_9),2*101
drought,31829136,ERR1248282,PRJEB12540,ERS1044669,SAMEA3857535,SBCC073 LF control 3/3 8_13,26,Hordeum vulgare,SBCC073,wt,SBCC073,stage of developing flower,37,Floret_development,Reproductive,leaf,leaf,control,unknown,unknown,unknown,unknown,incubator,controlled,controlled,Spain,Spain,Illumina HiSeq 2000,paired,PO:0007047,PO:0007025,PO:0006340,SBCC073 leaf (LF) control replicate 3/3 lane_sample(8_13),2*101
drought,31829136,ERR1248283,PRJEB12540,ERS1044670,SAMEA3857536,SBCC073 LF drought 1/3 7_10,27,Hordeum vulgare,SBCC073,wt,SBCC073,stage of developing flower,37,Floret_development,Reproductive,leaf,leaf,drought,unknown,unknown,unknown,unknown,incubator,controlled,controlled,Spain,Spain,Illumina HiSeq 2000,paired,PO:0007047,PO:0007025,PO:0006340,SBCC073 leaf (LF) drought replicate 1/3 lane_sample(7_10),2*101
drought,31829136,ERR1248284,PRJEB12540,ERS1044671,SAMEA3857537,SBCC073 LF drought 2/3 4_27,27,Hordeum vulgare,SBCC073,wt,SBCC073,stage of developing flower,37,Floret_development,Reproductive,leaf,leaf,drought,unknown,unknown,unknown,unknown,incubator,controlled,controlled,Spain,Spain,Illumina HiSeq 2000,paired,PO:0007047,PO:0007025,PO:0006340,SBCC073 leaf (LF) drought replicate 2/3 lane_sample(4_27),2*101
drought,31829136,ERR1248285,PRJEB12540,ERS1044672,SAMEA3857538,SBCC073 LF drought 3/3 5_25,27,Hordeum vulgare,SBCC073,wt,SBCC073,stage of developing flower,37,Floret_development,Reproductive,leaf,leaf,drought,unknown,unknown,unknown,unknown,incubator,controlled,controlled,Spain,Spain,Illumina HiSeq 2000,paired,PO:0007047,PO:0007025,PO:0006340,SBCC073 leaf (LF) drought replicate 3/3 lane_sample(5_25),2*101
drought,31829136,ERR1248286,PRJEB12540,ERS1044673,SAMEA3857539,SBCC073 LF greenhouse 1/2 4_3,28,Hordeum vulgare,SBCC073,wt,SBCC073,stage of developing flower,37,Floret_development,Reproductive,leaf,leaf,greenhouse,unknown,unknown,unknown,unknown,incubator,controlled,controlled,Spain,Spain,Illumina HiSeq 2000,paired,PO:0007047,PO:0007025,PO:0006340,SBCC073 leaf (LF) greenhouse replicate 1/2 lane_sample(4_3),2*101
drought,31829136,ERR1248287,PRJEB12540,ERS1044674,SAMEA3857540,SBCC073 LF greenhouse 2/2 4_20,28,Hordeum vulgare,SBCC073,wt,SBCC073,stage of developing flower,37,Floret_development,Reproductive,leaf,leaf,greenhouse,unknown,unknown,unknown,unknown,incubator,controlled,controlled,Spain,Spain,Illumina HiSeq 2000,paired,PO:0007047,PO:0007025,PO:0006340,SBCC073 leaf (LF) greenhouse replicate 2/2 lane_sample(4_20),2*101
developmental_stages,23075845,ERR1457163,PRJEB14349,ERS1206024,SAMEA4034914,CAR5_2_B2,29,Hordeum vulgare,Morex,wt,wt,"Developing grain\, bracts removed (5 DPA)",65,Anthesis,Reproductive,grain,grain,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007029,PO:0007029,PO:0030104,"Developing grain\, bracts removed (5 DPA)\, replicate 2\, batch 2",101
developmental_stages,23075845,ERR1457164,PRJEB14349,ERS1206025,SAMEA4034915,CAR5_3_B2,29,Hordeum vulgare,Morex,wt,wt,"Developing grain\, bracts removed (5 DPA)",65,Anthesis,Reproductive,grain,grain,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007029,PO:0007029,PO:0030104,"Developing grain\, bracts removed (5 DPA)\, replicate 3\, batch 2",101
developmental_stages,23075845,ERR1457165,PRJEB14349,ERS1206026,SAMEA4034916,CAR5_4_B2,29,Hordeum vulgare,Morex,wt,wt,"Developing grain\, bracts removed (5 DPA)",65,Anthesis,Reproductive,grain,grain,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007029,PO:0007029,PO:0030104,"Developing grain\, bracts removed (5 DPA)\, replicate 4\, batch 2",101
developmental_stages,23075845,ERR1457166,PRJEB14349,ERS1206027,SAMEA4034917,EMB_a_B2,30,Hordeum vulgare,Morex,wt,wt,4-day embryos dissected from germinating grains,3,Germination,Seedling,embryo,seedling,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007057,PO:0001081,PO:0009009,"4-day embryos dissected from germinating grains\, replicate A\, batch 2",101
developmental_stages,23075845,ERR1457167,PRJEB14349,ERS1206028,SAMEA4034918,EMB_b_B2,30,Hordeum vulgare,Morex,wt,wt,4-day embryos dissected from germinating grains,3,Germination,Seedling,embryo,seedling,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007057,PO:0001081,PO:0009009,"4-day embryos dissected from germinating grains\, replicate B\, batch 2",101
developmental_stages,23075845,ERR1457168,PRJEB14349,ERS1206029,SAMEA4034919,EMB_c_B2,30,Hordeum vulgare,Morex,wt,wt,4-day embryos dissected from germinating grains,3,Germination,Seedling,embryo,seedling,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007057,PO:0001081,PO:0009009,"4-day embryos dissected from germinating grains\, replicate C\, batch 2",101
developmental_stages,23075845,ERR1457169,PRJEB14349,ERS1206030,SAMEA4034920,ROO_a_B2,31,Hordeum vulgare,Morex,wt,wt,Roots from the seedlings (10 cm shoot stage),11,Leaf_development,Vegetative,root,root,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007112,PO:0007094,PO:0009005,"Roots from the seedlings (10 cm shoot stage)\, replicate A\, batch 2",101
developmental_stages,23075845,ERR1457170,PRJEB14349,ERS1206031,SAMEA4034921,ROO_b_B2,31,Hordeum vulgare,Morex,wt,wt,Roots from the seedlings (10 cm shoot stage),11,Leaf_development,Vegetative,root,root,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007112,PO:0007094,PO:0009005,"Roots from the seedlings (10 cm shoot stage)\, replicate B\, batch 2",101
developmental_stages,23075845,ERR1457171,PRJEB14349,ERS1206032,SAMEA4034922,ROO_c_B2,31,Hordeum vulgare,Morex,wt,wt,Roots from the seedlings (10 cm shoot stage),11,Leaf_development,Vegetative,root,root,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007112,PO:0007094,PO:0009005,"Roots from the seedlings (10 cm shoot stage)\, replicate C\, batch 2",101
developmental_stages,23075845,ERR1457172,PRJEB14349,ERS1206033,SAMEA4034923,CAR15_1_B2,32,Hordeum vulgare,Morex,wt,wt,"Developing grain\, bracts removed (15 DPA)",69,Anthesis,Reproductive,grain,grain,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007010,PO:0007038,PO:0030104,"Developing grain\, bracts removed (15 DPA)\, replicate 1\, batch 2",101
developmental_stages,23075845,ERR1457173,PRJEB14349,ERS1206034,SAMEA4034924,CAR15_2_B2,32,Hordeum vulgare,Morex,wt,wt,"Developing grain\, bracts removed (15 DPA)",69,Anthesis,Reproductive,grain,grain,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007010,PO:0007038,PO:0030104,"Developing grain\, bracts removed (15 DPA)\, replicate 2\, batch 2",101
developmental_stages,23075845,ERR1457174,PRJEB14349,ERS1206035,SAMEA4034925,CAR15_4_B2,32,Hordeum vulgare,Morex,wt,wt,"Developing grain\, bracts removed (15 DPA)",69,Anthesis,Reproductive,grain,grain,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007010,PO:0007038,PO:0030104,"Developing grain\, bracts removed (15 DPA)\, replicate 4\, batch 2",101
developmental_stages,23075845,ERR1457175,PRJEB14349,ERS1206036,SAMEA4034926,LEA_a_B2,33,Hordeum vulgare,Morex,wt,wt,Shoots from the seedlings (10 cm shoot stage),11,Leaf_development,Vegetative,shoot,leaf,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007112,PO:0007094,PO:0009006,"Shoots from the seedlings (10 cm shoot stage)\, replicate A\, batch 2",101
developmental_stages,23075845,ERR1457176,PRJEB14349,ERS1206037,SAMEA4034927,LEA_b_B2,33,Hordeum vulgare,Morex,wt,wt,Shoots from the seedlings (10 cm shoot stage),11,Leaf_development,Vegetative,shoot,leaf,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007112,PO:0007094,PO:0009006,"Shoots from the seedlings (10 cm shoot stage)\, replicate B\, batch 2",101
developmental_stages,23075845,ERR1457177,PRJEB14349,ERS1206038,SAMEA4034928,LEA_c_B2,33,Hordeum vulgare,Morex,wt,wt,Shoots from the seedlings (10 cm shoot stage),11,Leaf_development,Vegetative,shoot,leaf,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007112,PO:0007094,PO:0009006,"Shoots from the seedlings (10 cm shoot stage)\, replicate C\, batch 2",101
developmental_stages,23075845,ERR1457178,PRJEB14349,ERS1206039,SAMEA4034929,INF2_f_B2,34,Hordeum vulgare,Morex,wt,wt,Developing inflorescences (1-1.5 cm),31,Stem_elongation,Reproductive,spike,inflorescence,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007047,PO:0007048,PO:0030117,"Developing inflorescences (1-1.5 cm)\, replicate F\, batch 2",101
developmental_stages,23075845,ERR1457179,PRJEB14349,ERS1206040,SAMEA4034930,INF2_g_B2,34,Hordeum vulgare,Morex,wt,wt,Developing inflorescences (1-1.5 cm),31,Stem_elongation,Reproductive,spike,inflorescence,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007047,PO:0007048,PO:0030117,"Developing inflorescences (1-1.5 cm)\, replicate G\, batch 2",101
developmental_stages,23075845,ERR1457180,PRJEB14349,ERS1206041,SAMEA4034931,INF2_h_B2,34,Hordeum vulgare,Morex,wt,wt,Developing inflorescences (1-1.5 cm),31,Stem_elongation,Reproductive,spike,inflorescence,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007047,PO:0007048,PO:0030117,"Developing inflorescences (1-1.5 cm)\, replicate H\, batch 2",101
developmental_stages,23075845,ERR1457181,PRJEB14349,ERS1206042,SAMEA4034932,NOD_a_B2,35,Hordeum vulgare,Morex,wt,wt,"Developing tillers at six leaf stage\, 3rd internode",26,Tillering,Vegetative,leaf,leaf,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007073,PO:0007118,PO:0006339,"Developing tillers at six leaf stage\, 3rd internode\, replicate A\, batch 2",101
developmental_stages,23075845,ERR1457182,PRJEB14349,ERS1206043,SAMEA4034933,NOD_b_B2,35,Hordeum vulgare,Morex,wt,wt,"Developing tillers at six leaf stage\, 3rd internode",26,Tillering,Vegetative,leaf,leaf,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007073,PO:0007118,PO:0006339,"Developing tillers at six leaf stage\, 3rd internode\, replicate B\, batch 2",101
developmental_stages,23075845,ERR1457183,PRJEB14349,ERS1206044,SAMEA4034934,NOD_c_B2,35,Hordeum vulgare,Morex,wt,wt,"Developing tillers at six leaf stage\, 3rd internode",26,Tillering,Vegetative,leaf,leaf,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007073,PO:0007118,PO:0006339,"Developing tillers at six leaf stage\, 3rd internode\, replicate C\, batch 2",101
developmental_stages,23075845,ERR1457184,PRJEB14349,ERS1206045,SAMEA4034935,INF1_a_B2,36,Hordeum vulgare,Morex,wt,wt,Young developing inflorescences (5mm),16,Leaf_development,Vegetative,spike,inflorescence,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007047,PO:0007025,PO:0030117,"Young developing inflorescences (5mm)\, replicate A\, batch 2",101
developmental_stages,23075845,ERR1457185,PRJEB14349,ERS1206046,SAMEA4034936,INF1_b_B2,36,Hordeum vulgare,Morex,wt,wt,Young developing inflorescences (5mm),16,Leaf_development,Vegetative,spike,inflorescence,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007047,PO:0007025,PO:0030117,"Young developing inflorescences (5mm)\, replicate B\, batch 2",101
developmental_stages,23075845,ERR1457186,PRJEB14349,ERS1206047,SAMEA4034937,INF1_c_B2,36,Hordeum vulgare,Morex,wt,wt,Young developing inflorescences (5mm),16,Leaf_development,Vegetative,spike,inflorescence,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007047,PO:0007025,PO:0030117,"Young developing inflorescences (5mm)\, replicate c\, batch 2",101
developmental_stages,23075845,ERR1457187,PRJEB14349,ERS1206048,SAMEA4034938,extraNOD_b_B2,35,Hordeum vulgare,Morex,wt,wt,"Developing tillers at six leaf stage\, 3rd internode",26,Tillering,Vegetative,leaf,leaf,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007073,PO:0007118,PO:0006339,"Developing tillers at six leaf stage\, 3rd internode\, replicate B\, batch 2",101
developmental_stages,23075845,ERR1457188,PRJEB14349,ERS1206049,SAMEA4034939,CAR5_2_B1,37,Hordeum vulgare,Morex,wt,wt,"Developing grain\, bracts removed (5 DPA)",65,Anthesis,Reproductive,grain,grain,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007029,PO:0007029,PO:0030104,"Developing grain\, bracts removed (5 DPA)\, replicate 2\, batch 1",101
developmental_stages,23075845,ERR1457189,PRJEB14349,ERS1206050,SAMEA4034940,CAR5_3_B1,37,Hordeum vulgare,Morex,wt,wt,"Developing grain\, bracts removed (5 DPA)",65,Anthesis,Reproductive,grain,grain,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007029,PO:0007029,PO:0030104,"Developing grain\, bracts removed (5 DPA)\, replicate 3\, batch 1",101
developmental_stages,23075845,ERR1457190,PRJEB14349,ERS1206051,SAMEA4034941,CAR5_4_B1,37,Hordeum vulgare,Morex,wt,wt,"Developing grain\, bracts removed (5 DPA)",65,Anthesis,Reproductive,grain,grain,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007029,PO:0007029,PO:0030104,"Developing grain\, bracts removed (5 DPA)\, replicate 4\, batch 1",101
developmental_stages,23075845,ERR1457191,PRJEB14349,ERS1206052,SAMEA4034942,EMB_a_B1,38,Hordeum vulgare,Morex,wt,wt,4-day embryos dissected from germinating grains,3,Germination,Seedling,embryo,seedling,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007057,PO:0001081,PO:0009009,"4-day embryos dissected from germinating grains\, replicate A\, batch 1",101
developmental_stages,23075845,ERR1457192,PRJEB14349,ERS1206053,SAMEA4034943,EMB_b_B1,38,Hordeum vulgare,Morex,wt,wt,4-day embryos dissected from germinating grains,3,Germination,Seedling,embryo,seedling,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007057,PO:0001081,PO:0009009,"4-day embryos dissected from germinating grains\, replicate B\, batch 1",101
developmental_stages,23075845,ERR1457193,PRJEB14349,ERS1206054,SAMEA4034944,EMB_c_B1,38,Hordeum vulgare,Morex,wt,wt,4-day embryos dissected from germinating grains,3,Germination,Seedling,embryo,seedling,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007057,PO:0001081,PO:0009009,"4-day embryos dissected from germinating grains\, replicate C\, batch 1",101
developmental_stages,23075845,ERR1457194,PRJEB14349,ERS1206055,SAMEA4034945,ROO_a_B1,39,Hordeum vulgare,Morex,wt,wt,Roots from the seedlings (10 cm shoot stage),11,Leaf_development,Vegetative,root,root,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007112,PO:0007094,PO:0009005,"Roots from the seedlings (10 cm shoot stage)\, replicate A\, batch 1",101
developmental_stages,23075845,ERR1457195,PRJEB14349,ERS1206056,SAMEA4034946,ROO_b_B1,39,Hordeum vulgare,Morex,wt,wt,Roots from the seedlings (10 cm shoot stage),11,Leaf_development,Vegetative,root,root,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007112,PO:0007094,PO:0009005,"Roots from the seedlings (10 cm shoot stage)\, replicate B\, batch 1",101
